"Step","mlm_1122_RI_BL - eval/accuracy","mlm_1122_RI_BL - eval/accuracy__MIN","mlm_1122_RI_BL - eval/accuracy__MAX","mlm_1122_RI_B6_nR2_SmT1 - eval/accuracy","mlm_1122_RI_B6_nR2_SmT1 - eval/accuracy__MIN","mlm_1122_RI_B6_nR2_SmT1 - eval/accuracy__MAX","mlm_1122_RI_Lall_nR4_SmT1 - eval/accuracy","mlm_1122_RI_Lall_nR4_SmT1 - eval/accuracy__MIN","mlm_1122_RI_Lall_nR4_SmT1 - eval/accuracy__MAX"
"317","0.3227655907042275","0.3033753013661934","0.34215588004226155","0.4290452180009168","0.4290452180009168","0.4290452180009168","0.4440100304688975","0.4440100304688975","0.4440100304688975"
"319","0.32282363765014577","0.30659981027239464","0.33904746502789684","0.4250080463469585","0.4250080463469585","0.4250080463469585","0.4430586846904839","0.4430586846904839","0.4430586846904839"
"321","0.32266385827967753","0.30771105214707317","0.3376166644122819","0.4245669205953317","0.4245669205953317","0.4245669205953317","0.4407514842627484","0.4407514842627484","0.4407514842627484"
"323","0.32398190687895106","0.30977923095630555","0.3381845828015966","0.42420786837175206","0.42420786837175206","0.42420786837175206","0.44009122749857454","0.44009122749857454","0.44009122749857454"
"325","0.3260972793743153","0.31060235728640484","0.34159220146222585","0.42958512315806646","0.42958512315806646","0.42958512315806646","0.4475558697188842","0.4475558697188842","0.4475558697188842"
"327","0.3252703054478032","0.3092012571800152","0.3413393537155913","0.42735065921545223","0.42735065921545223","0.42735065921545223","0.44441430199121046","0.44441430199121046","0.44441430199121046"
"329","0.32337925300829934","0.30719910609769074","0.33955939991890793","0.4260519634851186","0.4260519634851186","0.4260519634851186","0.442499864959758","0.442499864959758","0.442499864959758"
"331","0.3258091964895862","0.31092002503469485","0.34069836794447755","0.42034723522645195","0.42034723522645195","0.42034723522645195","0.43607715149407456","0.43607715149407456","0.43607715149407456"
"333","0.32779016120135807","0.30965253063109566","0.3459277917716205","0.4310046501568076","0.4310046501568076","0.4310046501568076","0.4476587001189575","0.4476587001189575","0.4476587001189575"
"335","0.3289885330672383","0.31497087115566996","0.34300619497880663","0.4237773294803991","0.4237773294803991","0.4237773294803991","0.4413063627937408","0.4413063627937408","0.4413063627937408"
"337","0.32818230408927074","0.31264068559650693","0.3437239225820345","0.4285483870967742","0.4285483870967742","0.4285483870967742","0.44416666666666665","0.44416666666666665","0.44416666666666665"
"339","0.325213557168634","0.3099625995988943","0.34046451473837364","0.4233031613440413","0.4233031613440413","0.4233031613440413","0.44178238564636996","0.44178238564636996","0.44178238564636996"
"341","0.33078931654872273","0.3165238082362166","0.34505482486122885","0.4248863144218276","0.4248863144218276","0.4248863144218276","0.43974664356864446","0.43974664356864446","0.43974664356864446"
"343","0.32801368433727357","0.31191197145020005","0.3441153972243471","0.4284028113096196","0.4284028113096196","0.4284028113096196","0.4436933311872955","0.4436933311872955","0.4436933311872955"
"345","0.3288066155900391","0.31292297776345473","0.34469025341662346","0.4277659945767444","0.4277659945767444","0.4277659945767444","0.44548554245979544","0.44548554245979544","0.44548554245979544"
"347","0.3299537604396781","0.3120473462328397","0.34786017464651653","0.4231333949643809","0.4231333949643809","0.4231333949643809","0.4405622926749687","0.4405622926749687","0.4405622926749687"
"349","0.32735094640077955","0.3089589426930993","0.34574295010845985","0.41796261175833105","0.41796261175833105","0.41796261175833105","0.4353562720130046","0.4353562720130046","0.4353562720130046"
"351","0.33014189512144276","0.31738069414316705","0.34290309609971853","0.42552500541242694","0.42552500541242694","0.42552500541242694","0.44184347261311974","0.44184347261311974","0.44184347261311974"
"353","0.32950504828927163","0.31395097721628334","0.3450591193622599","0.42761463163317875","0.42761463163317875","0.42761463163317875","0.4429621193633233","0.4429621193633233","0.4429621193633233"
"355","0.3257729292493538","0.30914655616045067","0.34239930233825694","0.429706864963897","0.429706864963897","0.429706864963897","0.4435014548981571","0.4435014548981571","0.4435014548981571"
"357","0.32835679135660867","0.313030090216628","0.34368349249658936","0.4278289117487818","0.4278289117487818","0.4278289117487818","0.44274499187872224","0.44274499187872224","0.44274499187872224"
"359","0.33369890685261316","0.31648695365873736","0.350910860046489","0.42837082444438446","0.42837082444438446","0.42837082444438446","0.4456536415435716","0.4456536415435716","0.4456536415435716"
"361","0.3320523390092956","0.3163770377145317","0.3477276403040595","0.42575590317977435","0.42575590317977435","0.42575590317977435","0.4401873939850839","0.4401873939850839","0.4401873939850839"
"363","0.3321026767343624","0.3173581435603397","0.3468472099083851","0.4208998942258143","0.4208998942258143","0.4208998942258143","0.4384746819994033","0.4384746819994033","0.4384746819994033"
"365","0.33013212177073825","0.31587280289816183","0.34439144064331473","0.4233105439490099","0.4233105439490099","0.4233105439490099","0.4392449541034511","0.4392449541034511","0.4392449541034511"
"367","0.33155432799332146","0.3130965504261555","0.35001210556048745","0.426051265323874","0.426051265323874","0.426051265323874","0.4419527576177662","0.4419527576177662","0.4419527576177662"
"369","0.3288374113068231","0.3150241028387788","0.3426507197748674","0.42616604856392626","0.42616604856392626","0.42616604856392626","0.44227281340515956","0.44227281340515956","0.44227281340515956"
"371","0.3272141255351084","0.3108166343460461","0.34361161672417073","0.42494543690889985","0.42494543690889985","0.42494543690889985","0.4396033734809905","0.4396033734809905","0.4396033734809905"
"373","0.32992195665798363","0.31240251707631905","0.34744139623964826","0.42591842794288337","0.42591842794288337","0.42591842794288337","0.44413852673630794","0.44413852673630794","0.44413852673630794"
"375","0.3319594718649943","0.3172003585105516","0.346718585219437","0.4281151889141496","0.4281151889141496","0.4281151889141496","0.445382700010826","0.445382700010826","0.445382700010826"
"377","0.3311282651771493","0.31624233212094893","0.3460141982333496","0.42159002128290096","0.42159002128290096","0.42159002128290096","0.4367305153694873","0.4367305153694873","0.4367305153694873"
"379","0.32861564104356966","0.3122426868905742","0.34498859519656516","0.4258094256738435","0.4258094256738435","0.4258094256738435","0.44153695970497314","0.44153695970497314","0.44153695970497314"
"381","0.3303717880508303","0.3129914297374507","0.34775214636420987","0.42298003737912726","0.42298003737912726","0.42298003737912726","0.43971938568216906","0.43971938568216906","0.43971938568216906"
"383","0.3309285804716917","0.3134688346883469","0.34838832625503646","0.4300040328001075","0.4300040328001075","0.4300040328001075","0.4456781825514182","0.4456781825514182","0.4456781825514182"
"385","0.3317336786212758","0.31437449338016754","0.3490928638623841","0.4293381037567084","0.4293381037567084","0.4293381037567084","0.4425380820729658","0.4425380820729658","0.4425380820729658"
"387","0.33354778663239637","0.3154769900330441","0.3516185832317486","0.42858682183072033","0.42858682183072033","0.42858682183072033","0.4431334518614299","0.4431334518614299","0.4431334518614299"
"389","0.3327108265309781","0.31529564021677586","0.35012601284518036","0.42759329923412087","0.42759329923412087","0.42759329923412087","0.4440745852615626","0.4440745852615626","0.4440745852615626"
"391","0.329168665979626","0.31276509523166285","0.3455722367275892","0.43032864612967026","0.43032864612967026","0.43032864612967026","0.4486439621772467","0.4486439621772467","0.4486439621772467"
"393","0.3307784456309653","0.31293352995794416","0.34862336130398647","0.4301818280356611","0.4301818280356611","0.4301818280356611","0.44554643253935994","0.44554643253935994","0.44554643253935994"
"395","0.33011747690412085","0.31568962246253085","0.3445453313457108","0.42973227498990985","0.42973227498990985","0.42973227498990985","0.4452576348715189","0.4452576348715189","0.4452576348715189"
"397","0.33435011680726767","0.3211175912111759","0.3475826424033595","0.427549146683949","0.427549146683949","0.427549146683949","0.4436703391661266","0.4436703391661266","0.4436703391661266"
"399","0.3329355145283184","0.3147828897748087","0.3510881392818281","0.4321325141418789","0.4321325141418789","0.4321325141418789","0.44866971607978995","0.44866971607978995","0.44866971607978995"
