"Step","mlm_1122_RI_BL - eval/accuracy","mlm_1122_RI_BL - eval/accuracy__MIN","mlm_1122_RI_BL - eval/accuracy__MAX","mlm_1122_RI_B6_nR2_SmT1 - eval/accuracy","mlm_1122_RI_B6_nR2_SmT1 - eval/accuracy__MIN","mlm_1122_RI_B6_nR2_SmT1 - eval/accuracy__MAX","mlm_1122_RI_Lall_nR4_SmT1 - eval/accuracy","mlm_1122_RI_Lall_nR4_SmT1 - eval/accuracy__MIN","mlm_1122_RI_Lall_nR4_SmT1 - eval/accuracy__MAX"
"31","0.14213545995505056","0.1406907029109357","0.1435802169991654","0.34625169147496615","0.34625169147496615","0.34625169147496615","0.3640324763193505","0.3640324763193505","0.3640324763193505"
"33","0.14081119502397527","0.13907391060107535","0.14254847944687518","0.35031898788927335","0.35031898788927335","0.35031898788927335","0.36962045847750863","0.36962045847750863","0.36962045847750863"
"35","0.13909752846219414","0.13750101661832081","0.14069404030606747","0.34995940460081193","0.34995940460081193","0.34995940460081193","0.3696346414073072","0.3696346414073072","0.3696346414073072"
"37","0.13931811645032388","0.1374972831993045","0.14113894970134327","0.35164357511545774","0.35164357511545774","0.35164357511545774","0.37310513447432764","0.37310513447432764","0.37310513447432764"
"39","0.13934509260889133","0.13847982923072766","0.14021035598705503","0.35700778041927816","0.35700778041927816","0.35700778041927816","0.3750270153447158","0.3750270153447158","0.3750270153447158"
"41","0.13980340468686098","0.13894080996884736","0.14066599940487462","0.35656728444802577","0.35656728444802577","0.35656728444802577","0.379129734085415","0.379129734085415","0.379129734085415"
"43","0.14000839738637696","0.13767313767313769","0.14234365709961624","0.3673325563114954","0.3673325563114954","0.3673325563114954","0.3880139863930827","0.3880139863930827","0.3880139863930827"
"45","0.13819908044634072","0.13775676556895988","0.13864139532372158","0.360462270564242","0.360462270564242","0.360462270564242","0.38243371855880354","0.38243371855880354","0.38243371855880354"
"47","0.14007636192617692","0.13969754253308128","0.14045518131927257","0.36393985452176747","0.36393985452176747","0.36393985452176747","0.3868201063945283","0.3868201063945283","0.3868201063945283"
"49","0.1399686671683334","0.13964634839827778","0.140290985938389","0.36700756856468547","0.36700756856468547","0.36700756856468547","0.38862816374142095","0.38862816374142095","0.38862816374142095"
"51","0.14094721558061718","0.13915716734227493","0.14273726381895946","0.3667001329606816","0.3667001329606816","0.3667001329606816","0.38789243752204705","0.38789243752204705","0.38789243752204705"
"53","0.14013373979802984","0.1398886323509439","0.1403788472451158","0.36636701297303115","0.36636701297303115","0.36636701297303115","0.3886257199763148","0.3886257199763148","0.3886257199763148"
"55","0.1403665267710133","0.139382218348224","0.14135083519380262","0.36840101177686513","0.36840101177686513","0.36840101177686513","0.3932330622569152","0.3932330622569152","0.3932330622569152"
"57","0.13990239533535492","0.13929083385172963","0.14051395681898018","0.3695204551612029","0.3695204551612029","0.3695204551612029","0.39512327282579246","0.39512327282579246","0.39512327282579246"
"59","0.14326049069097263","0.1415301286391334","0.1449908527428119","0.3711172548381851","0.3711172548381851","0.3711172548381851","0.398221933105654","0.398221933105654","0.398221933105654"
"61","0.1425017462035923","0.14225726051148677","0.1427462318956978","0.37304598165038877","0.37304598165038877","0.37304598165038877","0.39618478758038045","0.39618478758038045","0.39618478758038045"
"63","0.140387516841113","0.13850025708332206","0.14227477659890392","0.37567603928427284","0.37567603928427284","0.37567603928427284","0.40113009551997847","0.40113009551997847","0.40113009551997847"
"65","0.1387804788924768","0.1377402288922479","0.1398207288927057","0.37705807361597093","0.37705807361597093","0.37705807361597093","0.4001952966067215","0.4001952966067215","0.4001952966067215"
"67","0.13890150119358857","0.13876168540848124","0.13904131697869593","0.3793627118644068","0.3793627118644068","0.3793627118644068","0.4041220338983051","0.4041220338983051","0.4041220338983051"
"69","0.1418743011217975","0.13884306460772913","0.1449055376358659","0.38067768283149583","0.38067768283149583","0.38067768283149583","0.40337493597865054","0.40337493597865054","0.40337493597865054"
"71","0.1385336612262963","0.13715329860637632","0.13991402384621623","0.3832078374220711","0.3832078374220711","0.3832078374220711","0.40989933338731005","0.40989933338731005","0.40989933338731005"
"73","0.14102819617743545","0.1406843075588331","0.14137208479603777","0.3845554241479411","0.3845554241479411","0.3845554241479411","0.40638103429738737","0.40638103429738737","0.40638103429738737"
"75","0.14104842392813077","0.14043446660744568","0.14166238124881586","0.38596159559240556","0.38596159559240556","0.38596159559240556","0.41132146811785997","0.41132146811785997","0.41132146811785997"
"77","0.1422816225673309","0.14181808349556566","0.14274516163909612","0.3897569912171992","0.3897569912171992","0.3897569912171992","0.41408481060401964","0.41408481060401964","0.41408481060401964"
"79","0.13826869147454848","0.13765524771393475","0.1388821352351622","0.3850110410944148","0.3850110410944148","0.3850110410944148","0.411267302202833","0.411267302202833","0.411267302202833"
"81","0.13980141485114705","0.1393398703316723","0.14026295937062183","0.3858942474048443","0.3858942474048443","0.3858942474048443","0.4124134948096886","0.4124134948096886","0.4124134948096886"
"83","0.14052610917211855","0.13801695420198792","0.1430352641422492","0.38846893711560865","0.38846893711560865","0.38846893711560865","0.4113088948494947","0.4113088948494947","0.4113088948494947"
"85","0.13863093311257949","0.13779120400609624","0.13947066221906274","0.3881516970365785","0.3881516970365785","0.3881516970365785","0.41463677226603507","0.41463677226603507","0.41463677226603507"
"87","0.13978504393562502","0.13860211865548935","0.14096796921576066","0.3934258109785718","0.3934258109785718","0.3934258109785718","0.4174987855562153","0.4174987855562153","0.4174987855562153"
"89","0.14115805441575735","0.14035804790321263","0.1419580609283021","0.3942281661161947","0.3942281661161947","0.3942281661161947","0.41886404244951","0.41886404244951","0.41886404244951"
"91","0.14137448666590555","0.1401708483318111","0.142578125","0.3889820877753125","0.3889820877753125","0.3889820877753125","0.41582336706531736","0.41582336706531736","0.41582336706531736"
"93","0.14003318513344662","0.13918583306338408","0.14088053720350915","0.38897607966230113","0.38897607966230113","0.38897607966230113","0.41714471263123715","0.41714471263123715","0.41714471263123715"
"95","0.14284125296272404","0.14264374371927538","0.14303876220617273","0.4025148837333476","0.4025148837333476","0.4025148837333476","0.42793069386229543","0.42793069386229543","0.42793069386229543"
"97","0.13976898635941698","0.1387760628215543","0.14076190989727966","0.39779513091410196","0.39779513091410196","0.39779513091410196","0.4239239104001729","0.4239239104001729","0.4239239104001729"
"99","0.138485516373926","0.1378213765967768","0.13914965615107522","0.39839818171979","0.39839818171979","0.39839818171979","0.4234807078305103","0.4234807078305103","0.4234807078305103"
"101","0.14084845495335668","0.1405036669542709","0.14119324295244243","0.3972807207989579","0.3972807207989579","0.3972807207989579","0.42189535388623534","0.42189535388623534","0.42189535388623534"
"103","0.1410636537244335","0.13949433304272013","0.14263297440614686","0.40156432470601017","0.40156432470601017","0.40156432470601017","0.4249477200510578","0.4249477200510578","0.4249477200510578"
"105","0.13847601015603822","0.13718685608936124","0.13976516422271523","0.396383529158133","0.396383529158133","0.396383529158133","0.4240864503611081","0.4240864503611081","0.4240864503611081"
"107","0.13739896909260985","0.13723495395159563","0.1375629842336241","0.39773344928796606","0.39773344928796606","0.39773344928796606","0.42308946624633115","0.42308946624633115","0.42308946624633115"
"109","0.1420784805795007","0.14183587485389654","0.14232108630510487","0.39921811809112967","0.39921811809112967","0.39921811809112967","0.42504718252898355","0.42504718252898355","0.42504718252898355"
"111","0.141769908414435","0.13996450467892868","0.14357531214994126","0.40301777254429444","0.40301777254429444","0.40301777254429444","0.4279102883588466","0.4279102883588466","0.4279102883588466"
"113","0.14080291332174266","0.13990607779798583","0.14169974884549946","0.40036860943426467","0.40036860943426467","0.40036860943426467","0.42499599337571453","0.42499599337571453","0.42499599337571453"
"115","0.14240637173199433","0.14156724511930585","0.1432454983446828","0.40353776140426917","0.40353776140426917","0.40353776140426917","0.43095134900855997","0.43095134900855997","0.43095134900855997"
"117","0.14008146796509974","0.1399395474225962","0.1402233885076033","0.4047690176801282","0.4047690176801282","0.4047690176801282","0.4288585318160832","0.4288585318160832","0.4288585318160832"
"119","0.1385063882069416","0.13729308666017526","0.139719689753708","0.40070613796849536","0.40070613796849536","0.40070613796849536","0.4234383487235198","0.4234383487235198","0.4234383487235198"
"121","0.14118788719047207","0.1388601600348375","0.14351561434610663","0.40584044809396924","0.40584044809396924","0.40584044809396924","0.4288977105878514","0.4288977105878514","0.4288977105878514"
"123","0.1421222224932023","0.13953111057029285","0.14471333441611176","0.4057931707846275","0.4057931707846275","0.4057931707846275","0.4295245585961867","0.4295245585961867","0.4295245585961867"
"125","0.14396070735998706","0.1425106951143083","0.14541071960566584","0.40884965337954937","0.40884965337954937","0.40884965337954937","0.43200281629116116","0.43200281629116116","0.43200281629116116"
"127","0.14476893290297826","0.14125746738460715","0.14828039842134938","0.4048293538378524","0.4048293538378524","0.4048293538378524","0.43083771752326994","0.43083771752326994","0.43083771752326994"
"129","0.14257731443309057","0.14103602873656348","0.14411860012961764","0.4094865682834722","0.4094865682834722","0.4094865682834722","0.4327075019417736","0.4327075019417736","0.4327075019417736"
"131","0.1436072783718372","0.13932838230545688","0.14788617443821753","0.4091155430305658","0.4091155430305658","0.4091155430305658","0.4332321699544765","0.4332321699544765","0.4332321699544765"
"133","0.14290733544903045","0.13985369818477378","0.1459609727132871","0.4096906711646761","0.4096906711646761","0.4096906711646761","0.43251625540713334","0.43251625540713334","0.43251625540713334"
"135","0.1433615388930549","0.13902861160690141","0.14769446617920837","0.4132014095960965","0.4132014095960965","0.4132014095960965","0.4352127947953375","0.4352127947953375","0.4352127947953375"
"137","0.14744255088881766","0.14535009755040104","0.14953500422723429","0.4086573536166878","0.4086573536166878","0.4086573536166878","0.43246237401713095","0.43246237401713095","0.43246237401713095"
"139","0.1480091155242796","0.14601554907677355","0.15000268197178565","0.40975238922675933","0.40975238922675933","0.40975238922675933","0.4351379235447437","0.4351379235447437","0.4351379235447437"
"141","0.14941783518959714","0.14244538426312528","0.156390286116069","0.411600053828556","0.411600053828556","0.411600053828556","0.4354191898802315","0.4354191898802315","0.4354191898802315"
"143","0.15524575531045415","0.14612761811982464","0.16436389250108366","0.4082485415818749","0.4082485415818749","0.4082485415818749","0.4332926332926333","0.4332926332926333","0.4332926332926333"
"145","0.1543487124502554","0.141900286285313","0.16679713861519774","0.4075365428456484","0.4075365428456484","0.4075365428456484","0.43078986187474855","0.43078986187474855","0.43078986187474855"
"147","0.15971220659355534","0.14419961114711602","0.17522480203999463","0.41602436263677034","0.41602436263677034","0.41602436263677034","0.43885085969924004","0.43885085969924004","0.43885085969924004"
"149","0.1598510859340331","0.1441840371530403","0.17551813471502592","0.4153913304416619","0.4153913304416619","0.4153913304416619","0.4387975011593966","0.4387975011593966","0.4387975011593966"
"151","0.16137083858909118","0.1458288307758807","0.17691284640230165","0.41446572986915287","0.41446572986915287","0.41446572986915287","0.4399365915258336","0.4399365915258336","0.4399365915258336"
"153","0.16319633591504334","0.14302322437613216","0.1833694474539545","0.4142421270567724","0.4142421270567724","0.4142421270567724","0.4370164541789256","0.4370164541789256","0.4370164541789256"
"155","0.16470417091592865","0.14765677454008325","0.18175156729177408","0.41506893580353293","0.41506893580353293","0.41506893580353293","0.4388733304610082","0.4388733304610082","0.4388733304610082"
"157","0.16758594812661837","0.1465377552122718","0.1886341410409649","0.4147560811718855","0.4147560811718855","0.4147560811718855","0.439645208977288","0.439645208977288","0.439645208977288"
"159","0.1685780567868643","0.15033820055829933","0.18681791301542927","0.41497224854474074","0.41497224854474074","0.41497224854474074","0.4375795316095844","0.4375795316095844","0.4375795316095844"
"161","0.16996660157074572","0.14882328934838798","0.19110991379310344","0.41485326949457996","0.41485326949457996","0.41485326949457996","0.43766307125373216","0.43766307125373216","0.43766307125373216"
"163","0.17196502088261437","0.1499391151400352","0.19399092662519354","0.41237892237541485","0.41237892237541485","0.41237892237541485","0.43544775112646034","0.43544775112646034","0.43544775112646034"
"165","0.17175199373371441","0.14849031701995852","0.19501367044747028","0.4143994424638808","0.4143994424638808","0.4143994424638808","0.4374782212453427","0.4374782212453427","0.4374782212453427"
"167","0.17311175474102278","0.1547519827933862","0.19147152668865935","0.41463546306043675","0.41463546306043675","0.41463546306043675","0.43787621129916054","0.43787621129916054","0.43787621129916054"
"169","0.17904276162134586","0.16535028401406546","0.1927352392286263","0.41677535050537984","0.41677535050537984","0.41677535050537984","0.4386208020867297","0.4386208020867297","0.4386208020867297"
"171","0.18402133155854694","0.1715550486122427","0.19648761450485122","0.4134662129314536","0.4134662129314536","0.4134662129314536","0.4384216496515962","0.4384216496515962","0.4384216496515962"
"173","0.18589568355155042","0.17396587104438924","0.1978254960587116","0.4196753620014781","0.4196753620014781","0.4196753620014781","0.4436810554840829","0.4436810554840829","0.4436810554840829"
"175","0.18571895715148554","0.1723662139494616","0.19907170035350946","0.4156637808571658","0.4156637808571658","0.4156637808571658","0.4389825511270739","0.4389825511270739","0.4389825511270739"
"177","0.18892712953603213","0.17347902333738027","0.20437523573468397","0.4180726800778715","0.4180726800778715","0.4180726800778715","0.43924399740428294","0.43924399740428294","0.43924399740428294"
"179","0.18748928145659452","0.1739549322913879","0.20102363062180115","0.41768862178185656","0.41768862178185656","0.41768862178185656","0.44023931346273587","0.44023931346273587","0.44023931346273587"
"181","0.18585363331895766","0.1721007127950782","0.19960655384283713","0.41728979504007746","0.41728979504007746","0.41728979504007746","0.44074452633277744","0.44074452633277744","0.44074452633277744"
"183","0.18888358525847632","0.17661169415292355","0.20115547636402906","0.4115934932811055","0.4115934932811055","0.4115934932811055","0.4337087209618628","0.4337087209618628","0.4337087209618628"
"185","0.18970787140416992","0.1790484928623472","0.20036724994599264","0.41500364559423186","0.41500364559423186","0.41500364559423186","0.43531095568577677","0.43531095568577677","0.43531095568577677"
"187","0.1929955615103791","0.18160563303700078","0.20438548998375744","0.41521562245728233","0.41521562245728233","0.41521562245728233","0.4365608896121508","0.4365608896121508","0.4365608896121508"
"189","0.19221832794581176","0.17857816838756638","0.20585848750405714","0.41661963503453464","0.41661963503453464","0.41661963503453464","0.43709855142573034","0.43709855142573034","0.43709855142573034"
"191","0.19784658602846855","0.18972830756013745","0.20596486449679968","0.41945125070680417","0.41945125070680417","0.41945125070680417","0.4407496163063087","0.4407496163063087","0.4407496163063087"
"193","0.197547461605515","0.18618134965372846","0.20891357355730156","0.4252374271530326","0.4252374271530326","0.4252374271530326","0.4469296352255558","0.4469296352255558","0.4469296352255558"
"195","0.1982581159862544","0.18805937863342617","0.20845685333908262","0.4193434903796715","0.4193434903796715","0.4193434903796715","0.4422374367439721","0.4422374367439721","0.4422374367439721"
"197","0.19959118460149472","0.19188948547068505","0.20729288373230442","0.41849324233908736","0.41849324233908736","0.41849324233908736","0.4417235380703867","0.4417235380703867","0.4417235380703867"
"199","0.1994058954212299","0.1893001876682895","0.20951160317417034","0.4208571660928732","0.4208571660928732","0.4208571660928732","0.4402125294803329","0.4402125294803329","0.4402125294803329"
"201","0.20391590126351933","0.19254037703235563","0.215291425494683","0.4155362413018168","0.4155362413018168","0.4155362413018168","0.4399588443939025","0.4399588443939025","0.4399588443939025"
"203","0.2052956620803678","0.1933078445727921","0.21728347958794353","0.4193714719930525","0.4193714719930525","0.4193714719930525","0.440566652192792","0.440566652192792","0.440566652192792"
"205","0.20473492843145502","0.1924546579839621","0.21701519887894793","0.42386176779793516","0.42386176779793516","0.42386176779793516","0.4449955522009866","0.4449955522009866","0.4449955522009866"
"207","0.20678439140038818","0.19158349069328298","0.22198529210749338","0.42108690343761024","0.42108690343761024","0.42108690343761024","0.4421955123857069","0.4421955123857069","0.4421955123857069"
"209","0.20808658934267965","0.19581723364586992","0.22035594503948935","0.42273926859481875","0.42273926859481875","0.42273926859481875","0.4440405019658534","0.4440405019658534","0.4440405019658534"
"211","0.20709516182647097","0.1910355069528824","0.22315481670005957","0.4173449795830066","0.4173449795830066","0.4173449795830066","0.43962789691446497","0.43962789691446497","0.43962789691446497"
"213","0.21045500788125512","0.19682531038989326","0.224084705372617","0.420090830449827","0.420090830449827","0.420090830449827","0.43947339965397925","0.43947339965397925","0.43947339965397925"
"215","0.21593292045563478","0.20092170925254288","0.2309441316587267","0.41980761414442486","0.41980761414442486","0.41980761414442486","0.44183714943774555","0.44183714943774555","0.44183714943774555"
"217","0.21399667686391244","0.19691161384374495","0.23108173988407996","0.4173303512982762","0.4173303512982762","0.4173303512982762","0.4411684486144447","0.4411684486144447","0.4411684486144447"
"219","0.21499696896391857","0.2001523933926579","0.22984154453517927","0.4206246634356489","0.4206246634356489","0.4206246634356489","0.4386914378029079","0.4386914378029079","0.4386914378029079"
"221","0.2209896736543141","0.20195877952967767","0.2400205677789505","0.4235969975340758","0.4235969975340758","0.4235969975340758","0.4455193344714522","0.4455193344714522","0.4455193344714522"
"223","0.21833441578788806","0.20051778171412998","0.23615104986164615","0.42710035959463877","0.42710035959463877","0.42710035959463877","0.4453252696959791","0.4453252696959791","0.4453252696959791"
"225","0.22661714538157907","0.2075782092772384","0.24565608148591972","0.41765814266487217","0.41765814266487217","0.41765814266487217","0.4354777927321669","0.4354777927321669","0.4354777927321669"
"227","0.2263947147033351","0.20949023861171367","0.24329919079495657","0.42020332418912376","0.42020332418912376","0.42020332418912376","0.4398902694852348","0.4398902694852348","0.4398902694852348"
"229","0.23248239585068167","0.2122344716321592","0.25273032006920415","0.42443825541464997","0.42443825541464997","0.42443825541464997","0.44439336992672307","0.44439336992672307","0.44439336992672307"
"231","0.23844065019924615","0.2159658645926166","0.2609154358058757","0.4227470141150923","0.4227470141150923","0.4227470141150923","0.4426981541802389","0.4426981541802389","0.4426981541802389"
"233","0.23950188703603248","0.2136280422140857","0.26537573185797925","0.420336613432274","0.420336613432274","0.420336613432274","0.4406087003280099","0.4406087003280099","0.4406087003280099"
"235","0.244104917251571","0.22021435354768687","0.2679954809554551","0.4229340511440108","0.4229340511440108","0.4229340511440108","0.4442799461641992","0.4442799461641992","0.4442799461641992"
"237","0.25058811785498647","0.2217056792540032","0.27947055645596974","0.41878213802435726","0.41878213802435726","0.41878213802435726","0.43937753721244927","0.43937753721244927","0.43937753721244927"
"239","0.25392796418498154","0.22426936026936026","0.28358656810060284","0.42156071851134774","0.42156071851134774","0.42156071851134774","0.44183607615359793","0.44183607615359793","0.44183607615359793"
"241","0.2567958828880297","0.2268041237113402","0.28678764206471913","0.4189436316695353","0.4189436316695353","0.4189436316695353","0.4392749569707401","0.4392749569707401","0.4392749569707401"
"243","0.26103140840122757","0.2301707779886148","0.29189203881384035","0.4224389453209423","0.4224389453209423","0.4224389453209423","0.44224119299762266","0.44224119299762266","0.44224119299762266"
"245","0.2680284361378714","0.2369101750755575","0.2991466972001854","0.42181454122358414","0.42181454122358414","0.42181454122358414","0.43978136753524366","0.43978136753524366","0.43978136753524366"
"247","0.2690486446153868","0.23916212276629056","0.2989351664644831","0.42054835304625543","0.42054835304625543","0.42054835304625543","0.4381411210653098","0.4381411210653098","0.4381411210653098"
"249","0.27066596107243635","0.23796568165288365","0.303366240491989","0.4237786612929579","0.4237786612929579","0.4237786612929579","0.4400087141223245","0.4400087141223245","0.4400087141223245"
"251","0.2748726257780574","0.24435135135135136","0.3053939002047634","0.42696781909110676","0.42696781909110676","0.42696781909110676","0.4469721678625788","0.4469721678625788","0.4469721678625788"
"253","0.27538650315207513","0.24462116673021406","0.3061518395739362","0.4213446475195822","0.4213446475195822","0.4213446475195822","0.44299390774586594","0.44299390774586594","0.44299390774586594"
"255","0.2776977548465932","0.2511590296495957","0.3042364800435908","0.4190809863899744","0.4190809863899744","0.4190809863899744","0.43681444549252124","0.43681444549252124","0.43681444549252124"
"257","0.2819103530488701","0.24993899297741384","0.3138817131203263","0.4247092787955643","0.4247092787955643","0.4247092787955643","0.4441086798154494","0.4441086798154494","0.4441086798154494"
"259","0.2801949700797359","0.24903621653906716","0.31135372362040475","0.424766544863987","0.424766544863987","0.424766544863987","0.4432264176478549","0.4432264176478549","0.4432264176478549"
"261","0.28298201432556386","0.2533304274389081","0.3126336012122196","0.4241150800064652","0.4241150800064652","0.4241150800064652","0.4432950810839933","0.4432950810839933","0.4432950810839933"
"263","0.28194540568290316","0.2504335103500596","0.31345730101574676","0.4221423123024954","0.4221423123024954","0.4221423123024954","0.4413479350550289","0.4413479350550289","0.4413479350550289"
"265","0.28819370601101396","0.25850303583901996","0.31788437618300797","0.4210697271546124","0.4210697271546124","0.4210697271546124","0.4395842355998268","0.4395842355998268","0.4395842355998268"
"267","0.2873015312878306","0.2593962630953667","0.3152067994802945","0.42440426166400086","0.42440426166400086","0.42440426166400086","0.4479084772413045","0.4479084772413045","0.4479084772413045"
"269","0.289661306999455","0.26446258795724337","0.3148600260416667","0.42391629297458894","0.42391629297458894","0.42391629297458894","0.4406848756624541","0.4406848756624541","0.4406848756624541"
"271","0.29316151739241564","0.26555256064690025","0.320770474137931","0.4251007764521278","0.4251007764521278","0.4251007764521278","0.44498552606660713","0.44498552606660713","0.44498552606660713"
"273","0.2976255708468108","0.2700804839842273","0.3251706577093943","0.42386440677966103","0.42386440677966103","0.42386440677966103","0.4428745762711864","0.4428745762711864","0.4428745762711864"
"275","0.29712837585423313","0.2706690545561466","0.32358769715231966","0.4280508036661318","0.4280508036661318","0.4280508036661318","0.4459463134705866","0.4459463134705866","0.4459463134705866"
"277","0.3020140228509327","0.2795182683700871","0.3245097773317784","0.426024811218986","0.426024811218986","0.426024811218986","0.4462783171521036","0.4462783171521036","0.4462783171521036"
"279","0.305169450463727","0.28391389009086976","0.3264250108365843","0.4247410444540354","0.4247410444540354","0.4247410444540354","0.44408178679326715","0.44408178679326715","0.44408178679326715"
"281","0.30690183571519225","0.2853442693718973","0.32845940205848717","0.42757966101694916","0.42757966101694916","0.42757966101694916","0.44520677966101696","0.44520677966101696","0.44520677966101696"
"283","0.30571188372329805","0.2830121828241258","0.3284115846224703","0.4290002433813786","0.4290002433813786","0.4290002433813786","0.4456042618783634","0.4456042618783634","0.4456042618783634"
"285","0.30866642386391674","0.2856950322111108","0.3316378155167227","0.42536469828282286","0.42536469828282286","0.42536469828282286","0.4412445497120095","0.4412445497120095","0.4412445497120095"
"287","0.30798931970200144","0.2858260705323656","0.3301525688716373","0.42400366962575214","0.42400366962575214","0.42400366962575214","0.44051698551037477","0.44051698551037477","0.44051698551037477"
"289","0.3148675490931182","0.29321822905390776","0.33651686913232864","0.42667028788701794","0.42667028788701794","0.42667028788701794","0.44516567083107006","0.44516567083107006","0.44516567083107006"
"291","0.3132181203810255","0.29777584661760315","0.32866039414444775","0.4254220240845951","0.4254220240845951","0.4254220240845951","0.4440155489711039","0.4440155489711039","0.4440155489711039"
"293","0.3171668184881866","0.29545270325038503","0.33888093372598815","0.4264431020938863","0.4264431020938863","0.4264431020938863","0.44429395671370914","0.44429395671370914","0.44429395671370914"
"295","0.3142081422330835","0.29747675962815406","0.330939524838013","0.425733181547135","0.425733181547135","0.425733181547135","0.4437577925950019","0.4437577925950019","0.4437577925950019"
"297","0.31615371889797816","0.2978379252709333","0.334469512525023","0.42628248648942235","0.42628248648942235","0.42628248648942235","0.4443418515601662","0.4443418515601662","0.4443418515601662"
"299","0.3114253827606719","0.29345263609087013","0.3293981294304736","0.424296248452554","0.424296248452554","0.424296248452554","0.44006674202056084","0.44006674202056084","0.44006674202056084"
"301","0.314497342478801","0.2978447577378059","0.3311499272197962","0.4297176739378774","0.4297176739378774","0.4297176739378774","0.4476418430071262","0.4476418430071262","0.4476418430071262"
"303","0.3221864994877803","0.3033124052825287","0.3410605936930319","0.4224399220610522","0.4224399220610522","0.4224399220610522","0.43984087464819227","0.43984087464819227","0.43984087464819227"
"305","0.32052669017072444","0.30365500635770903","0.33739837398373984","0.4265493910690122","0.4265493910690122","0.4265493910690122","0.4449526387009472","0.4449526387009472","0.4449526387009472"
"307","0.3175206181976382","0.3010974682168858","0.3339437681783906","0.42504810689215927","0.42504810689215927","0.42504810689215927","0.44643195923787843","0.44643195923787843","0.44643195923787843"
"309","0.3202761194437832","0.30337473002159826","0.3371775088659682","0.4205775191690685","0.4205775191690685","0.4205775191690685","0.4389852629289249","0.4389852629289249","0.4389852629289249"
"311","0.3209214228078003","0.30096721178974595","0.3408756338258546","0.4280028159861367","0.4280028159861367","0.4280028159861367","0.44649626340301096","0.44649626340301096","0.44649626340301096"
"313","0.3235312086420534","0.30799607821776787","0.33906633906633904","0.42521835537167735","0.42521835537167735","0.42521835537167735","0.4424434168897542","0.4424434168897542","0.4424434168897542"
"315","0.32316298724426495","0.3035361842105263","0.3427897902780036","0.42291445234785924","0.42291445234785924","0.42291445234785924","0.44163736952552257","0.44163736952552257","0.44163736952552257"
